Event ID,event_name,venue_id,event_url,image_url,startDate,startTime,genre_id,subgenre_id,min_price,max_price
vvG10Z9npDtM7A,CANCELED - Coot Corleone with Lambo4oe,KovZ917A967,https://concerts.livenation.com/canceled-coot-corleone-with-lambo4oe-los-angeles-california-07-09-2023/event/09005EA5BBA77105,https://s1.ticketm.net/dam/a/234/70e10b28-af93-4d2f-b9ab-aa15a0799234_EVENT_DETAIL_PAGE_16_9.jpg,2023-07-09,19:30:00,KnvZfZ7vAv1,KZazBEonSMnZfZ7vaa1,22.0,22.0
Z7r9jZ1AdjPuE,Happy Together Tour,ZFr9jZea1v,https://www.ticketmaster.com/event/Z7r9jZ1AdjPuE,https://s1.ticketm.net/dam/a/94b/b9952f5d-cf31-41d0-bd1f-7ed01bee094b_589291_TABLET_LANDSCAPE_3_2.jpg,2023-07-09,20:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6A7,,
vvG10Z9PftCdbH,Remember Sports with Goon,KovZ917A967,https://concerts.livenation.com/remember-sports-with-goon-los-angeles-california-07-10-2023/event/09005E552938363C,https://s1.ticketm.net/dam/a/7a3/7935cdd4-078f-4ab5-b014-4896a9b3a7a3_TABLET_LANDSCAPE_16_9.jpg,2023-07-10,18:30:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6dt,17.0,17.0
Z7r9jZ1Ad-0-K,Arrows In Action,ZFr9jZeA6a,https://www.ticketmaster.com/event/Z7r9jZ1Ad-0-K,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RECOMENDATION_16_9.jpg,2023-07-10,19:30:00,KnvZfZ7vAvl,KZazBEonSMnZfZ7vk1I,,
vvG10Z9iEFxKhq,"Redacted Residency: Roger Hallaway, Sahara Grim, Britta Raci & VI6NNA",KovZ917AJ5H,https://www.ticketmaster.com/redacted-residency-roger-hallaway-sahara-grim-los-angeles-california-07-10-2023/event/09005EC9C88936DD,https://s1.ticketm.net/dam/e/94d/e8ac5b3a-d2d1-47fa-b122-abf120dce94d_ARTIST_PAGE_3_2.jpg,2023-07-10,20:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6dt,12.0,12.0
vvG10Z9iIx8kEL,Neil Young,KovZpa2Hxe,https://www.ticketmaster.com/neil-young-los-angeles-california-07-10-2023/event/09005ECA224069DF,https://s1.ticketm.net/dam/a/87c/54757ba1-b60a-40d6-aefb-c889f719a87c_SOURCE,2023-07-10,20:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,79.0,299.0
vvG10Z9IOZW0xN,Babytron,KovZpZAF6JkA,https://concerts.livenation.com/babytron-santa-ana-california-07-11-2023/event/09005E8800F648A3,https://s1.ticketm.net/dam/a/306/65daed5a-2793-4c98-bcb3-416032cd4306_1601811_TABLET_LANDSCAPE_LARGE_16_9.jpg,2023-07-11,19:00:00,KnvZfZ7vAv1,KZazBEonSMnZfZ7vaa1,25.0,25.0
vvG10Z9lh0pdb7,Belly,KovZpa6OCe,https://concerts.livenation.com/belly-los-angeles-california-07-11-2023/event/09005EB6E4583604,https://s1.ticketm.net/dam/a/f03/dc844537-b9d2-4c50-8a4a-5da2924ecf03_SOURCE,2023-07-11,19:00:00,KnvZfZ7vAv1,KZazBEonSMnZfZ7vaa1,35.0,35.0
LvZ18_Fqqnvl2jZrLlpRp,Spotlight: Ryan Beatty,KovZpZAJvlnA,https://www.universe.com/events/spotlight-ryan-beatty-tickets-XYD46K?ref=ticketmaster,https://s1.ticketm.net/dam/a/d83/07cbeebc-1390-40e5-9849-6cfda766fd83_TABLET_LANDSCAPE_LARGE_16_9.jpg,2023-07-11,19:30:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,,
vvG10Z90UJdvD4,Charlie Puth Box Suite Event,KovZpa2Hxe,https://www.ticketmaster.com/charlie-puth-box-suite-event-los-angeles-california-07-11-2023/event/09005E4DA60C1ED5,https://s1.ticketm.net/dam/c/4f2/0109888a-61b5-4525-8432-b026ef04f4f2_105631_EVENT_DETAIL_PAGE_16_9.jpg,2023-07-11,19:30:00,KnvZfZ7vAev,KZazBEonSMnZfZ7vk1t,,
vvG10Z90l7o7Sy,"Charlie Puth Presents The ""Charlie"" Live Experience",KovZpa2Hxe,https://www.ticketmaster.com/charlie-puth-presents-the-charlie-live-los-angeles-california-07-11-2023/event/09005E4AC4444CF9,https://s1.ticketm.net/dam/a/c4b/220fea8d-4af3-45ee-9d09-80320fba5c4b_RETINA_PORTRAIT_16_9.jpg,2023-07-11,19:30:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,35.0,99.5
vvG10Z9iJ13-Ci,Glare,KovZ917AJ5H,https://www.ticketmaster.com/glare-los-angeles-california-07-11-2023/event/09005EC98A4A13AC,https://s1.ticketm.net/dam/a/629/925bacbb-03c1-45f4-a4b1-1f16b3927629_EVENT_DETAIL_PAGE_16_9.jpg,2023-07-11,19:30:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6dt,15.0,15.0
Z7r9jZ1Ad-v-4,Claire Rosinkranz,Z6r9jZkv7e,https://www.ticketmaster.com/event/Z7r9jZ1Ad-v-4,https://s1.ticketm.net/dam/a/11c/3d327602-8157-413c-b8ee-eb8d113c111c_RETINA_PORTRAIT_16_9.jpg,2023-07-11,20:00:00,KnvZfZ7vAvl,KZazBEonSMnZfZ7vk1I,,
vvG10Z9lXH27rc,Phantogram,KovZ917AiI3,https://www.ticketmaster.com/phantogram-los-angeles-california-07-11-2023/event/09005EBFBC3C47AD,https://s1.ticketm.net/dam/a/848/22ea5197-86ae-4cb0-8c75-15995792b848_1767781_CUSTOM.jpg,2023-07-11,20:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,55.0,55.0
vvG10Z9lIrJMES,CANCELED - Shawny Binladen with Bizzy Banks,KovZ917A967,https://concerts.livenation.com/canceled-shawny-binladen-with-bizzy-banks-los-angeles-california-07-12-2023/event/09005EBA1E9B79F3,https://s1.ticketm.net/dam/a/d4a/3adb679e-ae03-4f14-b700-3752b92b0d4a_RECOMENDATION_16_9.jpg,2023-07-12,19:00:00,KnvZfZ7vAv1,KZazBEonSMnZfZ7vaa1,22.0,22.0
Z7r9jZ1Ad-7k3,Claire Rosinkranz,Z6r9jZkv7e,https://www.ticketmaster.com/event/Z7r9jZ1Ad-7k3,https://s1.ticketm.net/dam/a/11c/3d327602-8157-413c-b8ee-eb8d113c111c_RETINA_PORTRAIT_16_9.jpg,2023-07-12,20:00:00,KnvZfZ7vAvl,KZazBEonSMnZfZ7vk1I,,
vvG10Z9cu8Xk8K,"Return to Dust, WELL HELL, Hexengarten, Phaeic",KovZ917AJ5H,https://www.ticketmaster.com/return-to-dust-well-hell-hexengarten-los-angeles-california-07-12-2023/event/09005ED350F86413,https://s1.ticketm.net/dam/e/d33/d81d949d-2381-407a-b83d-51b46ec93d33_RETINA_PORTRAIT_3_2.jpg,2023-07-12,20:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6dt,10.0,10.0
vvG10Z9lEQ6VQF,Buscabulla,KovZ917AiI3,https://www.ticketmaster.com/buscabulla-los-angeles-california-07-12-2023/event/09005EB9DA1F4688,https://s1.ticketm.net/dam/a/944/8b640785-8bbf-437c-a1e4-dedd0f9e5944_TABLET_LANDSCAPE_16_9.jpg,2023-07-12,20:00:00,KnvZfZ7vAev,KZazBEonSMnZfZ7vk1t,29.5,29.5
vvG10Z9lEOaVNK,ill peach,KovZ917AJ5H,https://www.ticketmaster.com/ill-peach-los-angeles-california-07-13-2023/event/09005EB9E02748D3,https://s1.ticketm.net/dam/a/73d/9b13951f-4959-4cbc-932a-52545179073d_RETINA_PORTRAIT_16_9.jpg,2023-07-13,18:30:00,KnvZfZ7vAev,KZazBEonSMnZfZ7vk1t,18.0,18.0
Z7r9jZ1AdjPPs,Happy Together Tour,Z6r9jZ1eFe,https://www.ticketmaster.com/event/Z7r9jZ1AdjPPs,https://s1.ticketm.net/dam/a/94b/b9952f5d-cf31-41d0-bd1f-7ed01bee094b_589291_TABLET_LANDSCAPE_3_2.jpg,2023-07-13,19:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6A7,,
vvG10Z9iNOi3zE,The Backyard By Stater Bros Presents Saticoy,KovZpZAkEFlA,https://www.ticketmaster.com/the-backyard-by-stater-bros-presents-ontario-california-07-13-2023/event/09005EC8E0B12E27,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RECOMENDATION_16_9.jpg,2023-07-13,19:30:00,KnvZfZ7vAvl,KZazBEonSMnZfZ7vk1I,9.75,9.75
Z7r9jZ1Ad-039,Charles Wesley Godwin,Z6r9jZkv7e,https://www.ticketmaster.com/event/Z7r9jZ1Ad-039,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_RECOMENDATION_16_9.jpg,2023-07-13,20:00:00,KnvZfZ7vAvl,KZazBEonSMnZfZ7vk1I,,
Z7r9jZ1Ad0dFo,Strick,ZFr9jZeA6a,https://www.ticketmaster.com/event/Z7r9jZ1Ad0dFo,https://s1.ticketm.net/dam/a/a4c/68120d46-73cb-4dec-99e2-96a42a84ca4c_1114381_TABLET_LANDSCAPE_LARGE_16_9.jpg,2023-07-13,20:00:00,KnvZfZ7vAvl,KZazBEonSMnZfZ7vk1I,,
Z7r9jZ1AdOUOA,Maxwell,ZFr9jZAvFe,https://www.ticketmaster.com/event/Z7r9jZ1AdOUOA,https://s1.ticketm.net/dam/a/2ab/65367186-73f0-4380-bf2b-b4662f34b2ab_1666331_RETINA_PORTRAIT_3_2.jpg,2023-07-13,20:00:00,KnvZfZ7vAee,KZazBEonSMnZfZ7vkIt,,
vvG10Z9iOgk4o0,Neil Young,KovZpa2Hxe,https://www.ticketmaster.com/neil-young-los-angeles-california-07-13-2023/event/09005EC835195464,https://s1.ticketm.net/dam/a/87c/54757ba1-b60a-40d6-aefb-c889f719a87c_SOURCE,2023-07-13,20:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,79.0,299.0
vvG10Z9iksR34Z,Tycho,KovZ917AiI3,https://www.ticketmaster.com/tycho-los-angeles-california-07-13-2023/event/09005EC1B1BD2540,https://s1.ticketm.net/dam/a/00e/548da9eb-cea1-4ace-8365-4f1d2ad2000e_1274931_RETINA_PORTRAIT_16_9.jpg,2023-07-13,20:00:00,KnvZfZ7vAvl,KZazBEonSMnZfZ7vk1I,49.5,49.5
vvG10Z9lGA0ns4,Nickelback,KovZpZAaaaEA,https://www.ticketmaster.com/nickelback-cabazon-california-07-13-2023/event/09005EB30592AC55,https://s1.ticketm.net/dam/a/5c0/8aa7458f-e1dc-4617-86dd-db542b09e5c0_1821511_RETINA_LANDSCAPE_16_9.jpg,2023-07-13,20:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6dt,35.0,35.0
vvG1IZ9tKVZgrg,Brit Floyd 50 Years Of Dark Side,KovZ917AJue,https://www.ticketmaster.com/brit-floyd-50-years-of-dark-inglewood-california-07-13-2023/event/0A005E94F40357B5,https://s1.ticketm.net/dam/a/cc3/3ef0ad4d-e52a-41c8-9f7c-926f6c1bacc3_RECOMENDATION_16_9.jpg,2023-07-13,20:00:00,KnvZfZ7vAe6,KZazBEonSMnZfZ7v6JI,29.5,99.5
G5e0Z9crAc-oV,Dom Kennedy At Incahoots Nightclub 18+,KovZpZAAtE6A,https://www.ticketweb.com/event/dom-kennedy-at-incahoots-nightclub-in-cahoots-tickets/13357208?REFERRAL_ID=tmfeed,https://s1.ticketm.net/dam/a/8c3/b388fdc9-5b3e-4413-a1c2-9291556438c3_862041_RECOMENDATION_16_9.jpg,2023-07-13,21:00:00,KnvZfZ7vAv1,KZazBEonSMnZfZ7vaa1,,
vvG10Z90DqqV16,Creature Canyon,KovZ917AJ5H,https://www.ticketmaster.com/creature-canyon-los-angeles-california-07-13-2023/event/09005E4EDD774287,https://s1.ticketm.net/dam/a/f61/5cc7dd55-cd73-4c7a-b7d6-f0c43d3c6f61_EVENT_DETAIL_PAGE_16_9.jpg,2023-07-13,21:30:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,15.0,15.0
vvG10Z9N5OokN_,Nickelback: Get Rollin' Tour,KovZpZAEkn6A,https://www.ticketmaster.com/nickelback-get-rollin-tour-inglewood-california-07-14-2023/event/09005E32E04468D9,https://s1.ticketm.net/dam/a/5c0/8aa7458f-e1dc-4617-86dd-db542b09e5c0_1821511_RETINA_LANDSCAPE_16_9.jpg,2023-07-14,18:30:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6dt,50.0,210.0
vvG10Z9t5eyxnc,Ted Park,KovZ917AJ5H,https://www.ticketmaster.com/ted-park-los-angeles-california-07-14-2023/event/09005E92C2E62AAD,https://s1.ticketm.net/dam/a/da7/91e89473-f395-4fab-8d62-522d6d0adda7_1796821_CUSTOM.jpg,2023-07-14,18:30:00,KnvZfZ7vAv1,KZazBEonSMnZfZ7vaa1,17.0,17.0
vvG10Z9ip0KvoT,Whiplash w/ Full Metal Jackie presents Overkill,KovZpZAFAIEA,https://www.ticketmaster.com/whiplash-w-full-metal-jackie-presents-anaheim-california-07-14-2023/event/09005EC5A44C147F,https://s1.ticketm.net/dam/a/4e6/ef4e40eb-4f5a-444e-a0ad-716e64f194e6_954811_CUSTOM.jpg,2023-07-14,18:45:00,KnvZfZ7vAvt,KZazBEonSMnZfZ7vaJ6,27.5,27.5
vvG10Z9ErRceKv,Iron Maidens,KovZ917AGEf,https://concerts.livenation.com/iron-maidens-anaheim-california-07-14-2023/event/09005E77AFB424C1,https://s1.ticketm.net/dam/a/11c/d2834471-1d2d-49b8-9ebc-a4fae519211c_693901_RECOMENDATION_16_9.jpg,2023-07-14,19:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,18.0,18.0
vvG10Z9IVIbgoW,Bassrush presents ATLiens (18+),KovZpZAF6JkA,https://concerts.livenation.com/bassrush-presents-atliens-18-santa-ana-california-07-14-2023/event/09005E8D2863547D,https://s1.ticketm.net/dam/a/418/89aad0b4-40b8-40e1-9dd7-6cdf8b4a6418_1836071_TABLET_LANDSCAPE_3_2.jpg,2023-07-14,19:00:00,KnvZfZ7vAvF,KZazBEonSMnZfZ7va1k,35.0,40.0
vvG10Z9NLIik1c,Les Claypool's Fearless Flying Frog Brigade - The Summer of Green Tour,KovZpZAEAl6A,https://concerts.livenation.com/les-claypools-fearless-flying-frog-brigade-los-angeles-california-07-14-2023/event/09005E37E8B062AD,https://s1.ticketm.net/dam/a/608/a11d81cd-23bb-4708-ad29-c1c6a444a608_RETINA_PORTRAIT_16_9.jpg,2023-07-14,19:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,45.0,87.0
vvG10Z9PSzo01z,The Nuisance with special guest Ugly Side Up,KovZ917A2k0,https://www.ticketmaster.com/the-nuisance-with-special-guest-ugly-los-angeles-california-07-14-2023/event/09005E5CF84642B8,https://s1.ticketm.net/dam/a/450/49313c3e-8c64-48b7-a509-ac04bdc2f450_RETINA_LANDSCAPE_16_9.jpg,2023-07-14,19:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,15.0,15.0
vvG10Z9n60DKOX,Tommy Midnight,KovZ917AGff,https://concerts.livenation.com/tommy-midnight-santa-ana-california-07-14-2023/event/09005EA1E4ED383E,https://s1.ticketm.net/dam/a/1e5/df0fd67b-5c35-4eda-9324-7e1d055c81e5_SOURCE,2023-07-14,19:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6dt,18.0,18.0
Z7r9jZ1AdrpOO,Jason Isbell w/ 400 Unit,Z6r9jZ6Fde,https://www.ticketmaster.com/event/Z7r9jZ1AdrpOO,https://s1.ticketm.net/dam/a/a5a/0ebddb68-a0e1-4d61-8393-89222a11ca5a_1148681_RECOMENDATION_16_9.jpg,2023-07-14,19:30:00,KnvZfZ7vAv6,KZazBEonSMnZfZ7vAad,,
vvG10Z90XEHwyW,Summer Salt with The Rare Occasions & Addison Grace,KovZpZAJ6daA,https://www.ticketmaster.com/summer-salt-with-the-rare-occasions-los-angeles-california-07-14-2023/event/09005E4FA7F32E7D,https://s1.ticketm.net/dam/a/b2b/c068154f-c899-40cb-9403-48792cf50b2b_SOURCE,2023-07-14,19:30:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,28.5,28.5
vvG1iZ9KVC-S0M,Bee Gees Gold / ABBA LA - The Greatest Show That Never Was Part 2,KovZpZAF6EaA,https://www.ticketmaster.com/bee-gees-gold-abba-la-the-costa-mesa-california-07-14-2023/event/0B005D3D0E873937,https://s1.ticketm.net/dbimages/452646a.jpg,2023-07-14,19:30:00,KnvZfZ7vAe6,KZazBEonSMnZfZ7v6JI,18.0,30.0
LvZ18_6NyETzjbZZihjPC,90s Prom,KovZ917AtIz,https://www.universe.com/events/90s-prom-tickets-PG821H?ref=ticketmaster,https://s1.ticketm.net/dam/c/ab4/6367448e-7474-4650-bd2d-02a8f7166ab4_106161_RETINA_PORTRAIT_3_2.jpg,2023-07-14,20:00:00,KnvZfZ7vAe6,KZazBEonSMnZfZ7v6JI,,
Z7r9jZ1Ad-P0a,Mac DeMarco,ZFr9jZdevk,https://www.ticketmaster.com/event/Z7r9jZ1Ad-P0a,https://s1.ticketm.net/dam/a/5fd/8244395a-1152-4dd7-a443-998d600e25fd_1075841_EVENT_DETAIL_PAGE_16_9.jpg,2023-07-14,20:00:00,KnvZfZ7vAvv,KZazBEonSMnZfZ7vAvn,,
Z7r9jZ1Ad-Zuf,Candlebox,ZFr9jZeFAd,https://www.ticketmaster.com/event/Z7r9jZ1Ad-Zuf,https://s1.ticketm.net/dam/a/04c/673b7f5a-ae42-4ae9-aedd-c47ebb7d904c_TABLET_LANDSCAPE_3_2.jpg,2023-07-14,20:00:00,KnvZfZ7vAvv,KZazBEonSMnZfZ7vAvn,,
Z7r9jZ1Ad-b0k,Spitalfield,ZFr9jZeA6a,https://www.ticketmaster.com/event/Z7r9jZ1Ad-b0k,https://s1.ticketm.net/dam/a/a48/3326f091-d6c1-4177-b4c7-aee399f2aa48_RETINA_PORTRAIT_16_9.jpg,2023-07-14,20:00:00,KnvZfZ7vAvv,KZazBEonSMnZfZ7vAvn,,
Z7r9jZ1Ad-kJe,The Drums w/ Cold Hart,ZFr9jZ67A6,https://www.ticketmaster.com/event/Z7r9jZ1Ad-kJe,https://s1.ticketm.net/dam/a/a6a/ccd7bbb0-5afe-45f1-8b2e-96623523fa6a_RETINA_PORTRAIT_3_2.jpg,2023-07-14,20:00:00,KnvZfZ7vAvl,KZazBEonSMnZfZ7vk1I,,
vvG10Z9EV2VpU3,"Lamorn with Latroit, Linney, and Molly Otto",KovZ917A967,https://concerts.livenation.com/lamorn-with-latroit-linney-and-molly-los-angeles-california-07-14-2023/event/09005E7D0FD16D92,https://s1.ticketm.net/dam/a/a9e/2a1aff1b-00e7-4f6b-8b7d-2f346e082a9e_RETINA_LANDSCAPE_16_9.jpg,2023-07-14,20:00:00,KnvZfZ7vAvF,KZazBEonSMnZfZ7va1k,5.0,5.0
vvG10Z9IV5w7nC,Sean Healy Presents: CupcakKe with Claude Tha Gawd,KovZpa6OCe,https://concerts.livenation.com/sean-healy-presents-cupcakke-with-claude-los-angeles-california-07-14-2023/event/09005E8D0BC84A8E,https://s1.ticketm.net/dam/a/235/0263fa23-a1b5-45bf-987a-70770815b235_RETINA_PORTRAIT_16_9.jpg,2023-07-14,20:00:00,KnvZfZ7vAv1,KZazBEonSMnZfZ7vaa1,27.0,27.0
vvG10Z9JEPK7oY,Little River Band,KovZpZAaaaEA,https://www.ticketmaster.com/little-river-band-cabazon-california-07-14-2023/event/09005E69E54C4470,https://s1.ticketm.net/dam/a/469/511b2a3b-1b7b-4667-a4a0-2c28a054c469_1053561_CUSTOM.jpg,2023-07-14,20:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,39.0,69.0
vvG10Z9lMdMxGo,Panda Bear & Sonic Boom,KovZ917AiI3,https://www.ticketmaster.com/panda-bear-sonic-boom-los-angeles-california-07-14-2023/event/09005EBDC3DE2311,https://s1.ticketm.net/dam/a/af1/b418e87e-a1ee-4c0b-a866-90e5084e7af1_889101_CUSTOM.jpg,2023-07-14,20:00:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6F1,36.0,36.0
vvG1IZ9EQ8LvHN,Don Toliver - Thee Love Sick Tour 2023,KovZ917AJue,https://www.ticketmaster.com/don-toliver-thee-love-sick-tour-inglewood-california-07-14-2023/event/0A005E76907C1F23,https://s1.ticketm.net/dam/a/60f/2dae6865-7223-48ce-9315-3e42fb7eb60f_SOURCE,2023-07-14,20:00:00,KnvZfZ7vAv1,KZazBEonSMnZfZ7vaa1,59.5,109.5
vvG1iZ9b0K2NA9,Devotional - The Depeche Mode Experience,KovZpZAFFvIA,https://www.ticketmaster.com/devotional-the-depeche-mode-experience-costa-mesa-california-07-14-2023/event/0B005D89133E3157,https://s1.ticketm.net/dam/a/4a1/75f81f88-067a-4571-9d97-a580132ac4a1_1281811_ARTIST_PAGE_3_2.jpg,2023-07-14,20:15:00,KnvZfZ7vAeA,KZazBEonSMnZfZ7v6dt,14.0,25.0
