,genre,id,subgenre,subgenre_id
678,Rock,KnvZfZ7vAeA,Soft Rock,KZazBEonSMnZfZ7v61a
679,Rock,KnvZfZ7vAeA,Sophisti-Pop,KZazBEonSMnZfZ7v611
680,Rock,KnvZfZ7vAeA,Southern Rock,KZazBEonSMnZfZ7v61J
681,Rock,KnvZfZ7vAeA,Stoner Metal,KZazBEonSMnZfZ7v61E
682,Rock,KnvZfZ7vAeA,Straight-Edge,KZazBEonSMnZfZ7v61I
683,Rock,KnvZfZ7vAeA,Surf,KZazBEonSMnZfZ7v61t
684,Rock,KnvZfZ7vAeA,Surf Guitar,KZazBEonSMnZfZ7v61n
685,Rock,KnvZfZ7vAeA,Surf Revival,KZazBEonSMnZfZ7v61l
686,Rock,KnvZfZ7vAeA,Surf Rock,KZazBEonSMnZfZ7v6Jv
687,Rock,KnvZfZ7vAeA,Swedish Rock,KZazBEonSMnZfZ7v6Je
688,Rock,KnvZfZ7vAeA,Symphonic Black Metal,KZazBEonSMnZfZ7v6Jd
689,Rock,KnvZfZ7vAeA,Teen Idol,KZazBEonSMnZfZ7v6J7
690,Rock,KnvZfZ7vAeA,Tex-Mex,KZazBEonSMnZfZ7v6JA
691,Rock,KnvZfZ7vAeA,Thrash & Speed Metal,KZazBEonSMnZfZ7v6Jk
692,Rock,KnvZfZ7vAeA,Traditional Folk,KZazBEonSMnZfZ7v6J6
693,Rock,KnvZfZ7vAeA,World Rock,KZazBEonSMnZfZ7v6JF
694,Rock,KnvZfZ7vAeA,Worldbeat,KZazBEonSMnZfZ7v6Ja
695,Undefined,KnvZfZ7vAe6,Undefined,KZazBEonSMnZfZ7v6JI
696,World,KnvZfZ7vAeF,Aborginal Folk,KZazBEonSMnZfZ7v6Jn
697,World,KnvZfZ7vAeF,Afghanistan,KZazBEonSMnZfZ7v6Jl
698,World,KnvZfZ7vAeF,African,KZazBEonSMnZfZ7v6Ev
699,World,KnvZfZ7vAeF,African Folk,KZazBEonSMnZfZ7v6Ee
700,World,KnvZfZ7vAeF,African Jazz,KZazBEonSMnZfZ7v6Ed
701,World,KnvZfZ7vAeF,Afro Brazilian,KZazBEonSMnZfZ7v6E7
702,World,KnvZfZ7vAeF,Afro Peruvian,KZazBEonSMnZfZ7v6EA
703,World,KnvZfZ7vAeF,Afro-Beat,KZazBEonSMnZfZ7v6Ek
704,World,KnvZfZ7vAeF,Afro-Cuban,KZazBEonSMnZfZ7v6E6
705,World,KnvZfZ7vAeF,Afro-Cuban Jazz,KZazBEonSMnZfZ7v6EF
706,World,KnvZfZ7vAeF,Algeria,KZazBEonSMnZfZ7v6Ea
707,World,KnvZfZ7vAeF,Andalus Classical,KZazBEonSMnZfZ7v6E1
708,World,KnvZfZ7vAeF,Andes,KZazBEonSMnZfZ7v6EJ
709,World,KnvZfZ7vAeF,Appalachian,KZazBEonSMnZfZ7v6EE
710,World,KnvZfZ7vAeF,Arabic,KZazBEonSMnZfZ7v6EI
711,World,KnvZfZ7vAeF,Argentina,KZazBEonSMnZfZ7v6Et
712,World,KnvZfZ7vAeF,Armenian,KZazBEonSMnZfZ7v6En
713,World,KnvZfZ7vAeF,Asia,KZazBEonSMnZfZ7v6El
714,World,KnvZfZ7vAeF,Asian Pop,KZazBEonSMnZfZ7v6Iv
715,World,KnvZfZ7vAeF,Australasia,KZazBEonSMnZfZ7v6Ie
716,World,KnvZfZ7vAeF,Bachata,KZazBEonSMnZfZ7v6Id
717,World,KnvZfZ7vAeF,Bahamas,KZazBEonSMnZfZ7v6I7
718,World,KnvZfZ7vAeF,Beguine,KZazBEonSMnZfZ7v6IA
719,World,KnvZfZ7vAeF,Beguine Moderne,KZazBEonSMnZfZ7v6Ik
720,World,KnvZfZ7vAeF,Belly Dancing,KZazBEonSMnZfZ7v6I6
721,World,KnvZfZ7vAeF,Benin,KZazBEonSMnZfZ7v6IF
722,World,KnvZfZ7vAeF,Bhangra,KZazBEonSMnZfZ7v6Ia
723,World,KnvZfZ7vAeF,Bhutan,KZazBEonSMnZfZ7v6I1
724,World,KnvZfZ7vAeF,Big Band Latino,KZazBEonSMnZfZ7v6IJ
725,World,KnvZfZ7vAeF,Bikutsi,KZazBEonSMnZfZ7v6IE
726,World,KnvZfZ7vAeF,Bolero,KZazBEonSMnZfZ7v6II
727,World,KnvZfZ7vAeF,Bolivia,KZazBEonSMnZfZ7v6It
728,World,KnvZfZ7vAeF,Bollywood,KZazBEonSMnZfZ7v6In
729,World,KnvZfZ7vAeF,Boogaloo,KZazBEonSMnZfZ7v6Il
730,World,KnvZfZ7vAeF,Botswana,KZazBEonSMnZfZ7v6tv
731,World,KnvZfZ7vAeF,Brazil,KZazBEonSMnZfZ7v6te
732,World,KnvZfZ7vAeF,Brazilian Folk And Dance,KZazBEonSMnZfZ7v6td
733,World,KnvZfZ7vAeF,Brazilian Jazz,KZazBEonSMnZfZ7v6t7
734,World,KnvZfZ7vAeF,British Punk,KZazBEonSMnZfZ7v6tA
735,World,KnvZfZ7vAeF,Burundi,KZazBEonSMnZfZ7v6tk
736,World,KnvZfZ7vAeF,Cambodia,KZazBEonSMnZfZ7v6t6
737,World,KnvZfZ7vAeF,Cameroon,KZazBEonSMnZfZ7v6tF
738,World,KnvZfZ7vAeF,Cape Verde,KZazBEonSMnZfZ7v6ta
739,World,KnvZfZ7vAeF,Carnatic,KZazBEonSMnZfZ7v6t1
740,World,KnvZfZ7vAeF,Celtic Pop,KZazBEonSMnZfZ7v6tJ
741,World,KnvZfZ7vAeF,Celtic/ British Isles,KZazBEonSMnZfZ7v6tE
742,World,KnvZfZ7vAeF,Central Europe,KZazBEonSMnZfZ7v6tI
743,World,KnvZfZ7vAeF,Cha-Cha,KZazBEonSMnZfZ7v6tt
744,World,KnvZfZ7vAeF,Chant,KZazBEonSMnZfZ7v6tn
745,World,KnvZfZ7vAeF,Chassidic,KZazBEonSMnZfZ7v6tl
746,World,KnvZfZ7vAeF,Chile,KZazBEonSMnZfZ7v6nv
747,World,KnvZfZ7vAeF,Chimurenga,KZazBEonSMnZfZ7v6ne
748,World,KnvZfZ7vAeF,China,KZazBEonSMnZfZ7v6nd
749,World,KnvZfZ7vAeF,Christmas,KZazBEonSMnZfZ7v6n7
750,World,KnvZfZ7vAeF,Colombia,KZazBEonSMnZfZ7v6nA
751,World,KnvZfZ7vAeF,Compas,KZazBEonSMnZfZ7v6nk
752,World,KnvZfZ7vAeF,Conjunto,KZazBEonSMnZfZ7v6n6
753,World,KnvZfZ7vAeF,Contemporary Celtic,KZazBEonSMnZfZ7v6nF
754,World,KnvZfZ7vAeF,Contemporary Flamenco,KZazBEonSMnZfZ7v6na
755,World,KnvZfZ7vAeF,Continental Europe,KZazBEonSMnZfZ7v6n1
756,World,KnvZfZ7vAeF,Corrido,KZazBEonSMnZfZ7v6nJ
757,World,KnvZfZ7vAeF,Costa Rica,KZazBEonSMnZfZ7v6nE
758,World,KnvZfZ7vAeF,Cuban,KZazBEonSMnZfZ7v6nI
759,World,KnvZfZ7vAeF,Cuban Big Band,KZazBEonSMnZfZ7v6nt
760,World,KnvZfZ7vAeF,Cuban Calypso,KZazBEonSMnZfZ7v6nn
761,World,KnvZfZ7vAeF,Cuban Charanga,KZazBEonSMnZfZ7v6nl
762,World,KnvZfZ7vAeF,Cuban Jazz,KZazBEonSMnZfZ7v6lv
763,World,KnvZfZ7vAeF,Cuban Rhumba,KZazBEonSMnZfZ7v6le
764,World,KnvZfZ7vAeF,Cumbia,KZazBEonSMnZfZ7v6ld
765,World,KnvZfZ7vAeF,Danzon,KZazBEonSMnZfZ7v6l7
766,World,KnvZfZ7vAeF,Dhrupad,KZazBEonSMnZfZ7v6lA
767,World,KnvZfZ7vAeF,Djabdong,KZazBEonSMnZfZ7v6lk
768,World,KnvZfZ7vAeF,Dominican Republic,KZazBEonSMnZfZ7v6l6
769,World,KnvZfZ7vAeF,Drinking Songs,KZazBEonSMnZfZ7v6lF
770,World,KnvZfZ7vAeF,Eastern Europe,KZazBEonSMnZfZ7v6la
771,World,KnvZfZ7vAeF,Egypt,KZazBEonSMnZfZ7v6l1
772,World,KnvZfZ7vAeF,Ethiopia,KZazBEonSMnZfZ7v6lJ
773,World,KnvZfZ7vAeF,Euro-Rock,KZazBEonSMnZfZ7v6lE
774,World,KnvZfZ7vAeF,Europe,KZazBEonSMnZfZ7v6lI
775,World,KnvZfZ7vAeF,European Jazz,KZazBEonSMnZfZ7v6lt
776,World,KnvZfZ7vAeF,Flamenco,KZazBEonSMnZfZ7v6ln
777,World,KnvZfZ7vAeF,Forro,KZazBEonSMnZfZ7v6ll
778,World,KnvZfZ7vAeF,French Pop,KZazBEonSMnZfZ7vFvv
779,World,KnvZfZ7vAeF,French Rock,KZazBEonSMnZfZ7vFve
780,World,KnvZfZ7vAeF,Fuji,KZazBEonSMnZfZ7vFvd
781,World,KnvZfZ7vAeF,Fusion,KZazBEonSMnZfZ7vFv7
782,World,KnvZfZ7vAeF,Gabon,KZazBEonSMnZfZ7vFvA
783,World,KnvZfZ7vAeF,Georgian Choir,KZazBEonSMnZfZ7vFvk
784,World,KnvZfZ7vAeF,Ghana,KZazBEonSMnZfZ7vFv6
785,World,KnvZfZ7vAeF,Guaguancó,KZazBEonSMnZfZ7vFvF
786,World,KnvZfZ7vAeF,Guinea,KZazBEonSMnZfZ7vFva
787,World,KnvZfZ7vAeF,Gypsy,KZazBEonSMnZfZ7vFv1
788,World,KnvZfZ7vAeF,Haiti,KZazBEonSMnZfZ7vFvJ
789,World,KnvZfZ7vAeF,Hapa-Haole,KZazBEonSMnZfZ7vFvE
790,World,KnvZfZ7vAeF,Hawaiian,KZazBEonSMnZfZ7vFvI
791,World,KnvZfZ7vAeF,Hawaiian Pop,KZazBEonSMnZfZ7vFvt
792,World,KnvZfZ7vAeF,Hawaiian R&B & Hip-Hop,KZazBEonSMnZfZ7vFvn
793,World,KnvZfZ7vAeF,Hebrew,KZazBEonSMnZfZ7vFvl
794,World,KnvZfZ7vAeF,Highlife,KZazBEonSMnZfZ7vFev
795,World,KnvZfZ7vAeF,Hula,KZazBEonSMnZfZ7vFee
796,World,KnvZfZ7vAeF,India & Pakistan,KZazBEonSMnZfZ7vFed
797,World,KnvZfZ7vAeF,Indian Classical,KZazBEonSMnZfZ7vFe7
798,World,KnvZfZ7vAeF,Indian Pop,KZazBEonSMnZfZ7vFeA
799,World,KnvZfZ7vAeF,Indonesia,KZazBEonSMnZfZ7vFek
800,World,KnvZfZ7vAeF,Iran,KZazBEonSMnZfZ7vFe6
801,World,KnvZfZ7vAeF,Iraq,KZazBEonSMnZfZ7vFeF
802,World,KnvZfZ7vAeF,Islamic,KZazBEonSMnZfZ7vFea
803,World,KnvZfZ7vAeF,Israel,KZazBEonSMnZfZ7vFe1
804,World,KnvZfZ7vAeF,Italian Pop,KZazBEonSMnZfZ7vFeJ
805,World,KnvZfZ7vAeF,Ivory Coast,KZazBEonSMnZfZ7vFeE
806,World,KnvZfZ7vAeF,Jamaica,KZazBEonSMnZfZ7vFeI
807,World,KnvZfZ7vAeF,Japan,KZazBEonSMnZfZ7vFet
808,World,KnvZfZ7vAeF,Japanese Pop,KZazBEonSMnZfZ7vFen
809,World,KnvZfZ7vAeF,Japanese Rock,KZazBEonSMnZfZ7vFel
810,World,KnvZfZ7vAeF,Jibaro,KZazBEonSMnZfZ7vFdv
811,World,KnvZfZ7vAeF,Jit,KZazBEonSMnZfZ7vFde
812,World,KnvZfZ7vAeF,Juju,KZazBEonSMnZfZ7vFdd
813,World,KnvZfZ7vAeF,Kenya,KZazBEonSMnZfZ7vFd7
814,World,KnvZfZ7vAeF,Klezmer,KZazBEonSMnZfZ7vFdA
815,World,KnvZfZ7vAeF,Kora,KZazBEonSMnZfZ7vFdk
816,World,KnvZfZ7vAeF,Korea,KZazBEonSMnZfZ7vFd6
817,World,KnvZfZ7vAeF,Laika,KZazBEonSMnZfZ7vFdF
818,World,KnvZfZ7vAeF,Lambada,KZazBEonSMnZfZ7vFda
819,World,KnvZfZ7vAeF,Laos,KZazBEonSMnZfZ7vFd1
820,World,KnvZfZ7vAeF,Latin,KZazBEonSMnZfZ7vFdJ
821,World,KnvZfZ7vAeF,Latin Children's,KZazBEonSMnZfZ7vFdE
822,World,KnvZfZ7vAeF,Latin Christian,KZazBEonSMnZfZ7vFdI
823,World,KnvZfZ7vAeF,Latin Contemporary Christian,KZazBEonSMnZfZ7vFdt
824,World,KnvZfZ7vAeF,Latin Dance,KZazBEonSMnZfZ7vFdn
825,World,KnvZfZ7vAeF,Latin Electronica,KZazBEonSMnZfZ7vFdl
826,World,KnvZfZ7vAeF,Latin Folk,KZazBEonSMnZfZ7vF7v
827,World,KnvZfZ7vAeF,Latin Freestyle,KZazBEonSMnZfZ7vF7e
828,World,KnvZfZ7vAeF,Latin Hip-hop,KZazBEonSMnZfZ7vF7d
829,World,KnvZfZ7vAeF,Latin Jazz,KZazBEonSMnZfZ7vF77
830,World,KnvZfZ7vAeF,Latin Pop,KZazBEonSMnZfZ7vF7k
831,World,KnvZfZ7vAeF,Latin Rock,KZazBEonSMnZfZ7vF76
832,World,KnvZfZ7vAeF,Latin Soul,KZazBEonSMnZfZ7vF7F
833,World,KnvZfZ7vAeF,Lebanon,KZazBEonSMnZfZ7vF7a
834,World,KnvZfZ7vAeF,Madagascar,KZazBEonSMnZfZ7vF71
835,World,KnvZfZ7vAeF,Makossa,KZazBEonSMnZfZ7vF7J
836,World,KnvZfZ7vAeF,Mali,KZazBEonSMnZfZ7vF7E
837,World,KnvZfZ7vAeF,Mambo,KZazBEonSMnZfZ7vF7I
838,World,KnvZfZ7vAeF,Mantras,KZazBEonSMnZfZ7vF7t
839,World,KnvZfZ7vAeF,Marabi,KZazBEonSMnZfZ7vF7n
840,World,KnvZfZ7vAeF,Mariachi,KZazBEonSMnZfZ7vF7l
841,World,KnvZfZ7vAeF,Mbalax,KZazBEonSMnZfZ7vFAv
842,World,KnvZfZ7vAeF,Mbaqanga,KZazBEonSMnZfZ7vFAe
843,World,KnvZfZ7vAeF,Mbira,KZazBEonSMnZfZ7vFAd
844,World,KnvZfZ7vAeF,Mbube,KZazBEonSMnZfZ7vFA7
845,World,KnvZfZ7vAeF,Mediterranean,KZazBEonSMnZfZ7vFAA
846,World,KnvZfZ7vAeF,Merengue,KZazBEonSMnZfZ7vFAk
847,World,KnvZfZ7vAeF,Merenhouse,KZazBEonSMnZfZ7vFA6
848,World,KnvZfZ7vAeF,Mexican Banda,KZazBEonSMnZfZ7vFAF
849,World,KnvZfZ7vAeF,Mexican Cumbia,KZazBEonSMnZfZ7vFAa
850,World,KnvZfZ7vAeF,Mexican Duranguense,KZazBEonSMnZfZ7vFA1
851,World,KnvZfZ7vAeF,Mexican Folk,KZazBEonSMnZfZ7vFAJ
852,World,KnvZfZ7vAeF,Mexican Grupero,KZazBEonSMnZfZ7vFAE
853,World,KnvZfZ7vAeF,Mexican Ranchera,KZazBEonSMnZfZ7vFAI
854,World,KnvZfZ7vAeF,Mexican Sierreno,KZazBEonSMnZfZ7vFAt
855,World,KnvZfZ7vAeF,Middle East,KZazBEonSMnZfZ7vFAn
856,World,KnvZfZ7vAeF,Mini Jazz,KZazBEonSMnZfZ7vFAl
857,World,KnvZfZ7vAeF,Morocco,KZazBEonSMnZfZ7vFkv
858,World,KnvZfZ7vAeF,Musette,KZazBEonSMnZfZ7vFke
859,World,KnvZfZ7vAeF,Native American,KZazBEonSMnZfZ7vFkd
860,World,KnvZfZ7vAeF,New Age,KZazBEonSMnZfZ7vFk7
861,World,KnvZfZ7vAeF,New York Salsa,KZazBEonSMnZfZ7vFkA
862,World,KnvZfZ7vAeF,Nicaragua,KZazBEonSMnZfZ7vFkk
863,World,KnvZfZ7vAeF,Nigeria,KZazBEonSMnZfZ7vFk6
864,World,KnvZfZ7vAeF,North America,KZazBEonSMnZfZ7vFkF
865,World,KnvZfZ7vAeF,Nueva Trova,KZazBEonSMnZfZ7vFka
866,World,KnvZfZ7vAeF,Omutibo,KZazBEonSMnZfZ7vFk1
867,World,KnvZfZ7vAeF,Onda Grupera,KZazBEonSMnZfZ7vFkJ
868,World,KnvZfZ7vAeF,Pachanga,KZazBEonSMnZfZ7vFkE
869,World,KnvZfZ7vAeF,Pakistan,KZazBEonSMnZfZ7vFkI
870,World,KnvZfZ7vAeF,Panama,KZazBEonSMnZfZ7vFkt
871,World,KnvZfZ7vAeF,Peru,KZazBEonSMnZfZ7vFkn
872,World,KnvZfZ7vAeF,Pipe Bands,KZazBEonSMnZfZ7vFkl
873,World,KnvZfZ7vAeF,Plena,KZazBEonSMnZfZ7vF6v
874,World,KnvZfZ7vAeF,Polynesian Music,KZazBEonSMnZfZ7vF6e
875,World,KnvZfZ7vAeF,Puerto Rico,KZazBEonSMnZfZ7vF6d
876,World,KnvZfZ7vAeF,Pygmy,KZazBEonSMnZfZ7vF67
877,World,KnvZfZ7vAeF,Qawwali,KZazBEonSMnZfZ7vF6A
878,World,KnvZfZ7vAeF,Raga,KZazBEonSMnZfZ7vF6k
879,World,KnvZfZ7vAeF,Rai,KZazBEonSMnZfZ7vF66
880,World,KnvZfZ7vAeF,Rock en Español,KZazBEonSMnZfZ7vF6F
881,World,KnvZfZ7vAeF,Russia,KZazBEonSMnZfZ7vF6a
882,World,KnvZfZ7vAeF,Salsa,KZazBEonSMnZfZ7vF61
883,World,KnvZfZ7vAeF,Samba,KZazBEonSMnZfZ7vF6J
884,World,KnvZfZ7vAeF,Scandinavia,KZazBEonSMnZfZ7vF6E
885,World,KnvZfZ7vAeF,Scandinavian Joik,KZazBEonSMnZfZ7vF6I
886,World,KnvZfZ7vAeF,Senegal & Gambia,KZazBEonSMnZfZ7vF6t
887,World,KnvZfZ7vAeF,Slack Key Guitar,KZazBEonSMnZfZ7vF6n
888,World,KnvZfZ7vAeF,Soca,KZazBEonSMnZfZ7vF6l
889,World,KnvZfZ7vAeF,Son,KZazBEonSMnZfZ7vFFv
890,World,KnvZfZ7vAeF,Sonero,KZazBEonSMnZfZ7vFFe
891,World,KnvZfZ7vAeF,Soukous,KZazBEonSMnZfZ7vFFd
892,World,KnvZfZ7vAeF,South Africa,KZazBEonSMnZfZ7vFF7
893,World,KnvZfZ7vAeF,South Pacific,KZazBEonSMnZfZ7vFFA
894,World,KnvZfZ7vAeF,Sudan,KZazBEonSMnZfZ7vFFk
895,World,KnvZfZ7vAeF,Swedish Folk,KZazBEonSMnZfZ7vFF6
896,World,KnvZfZ7vAeF,Swedish Pop/Rock,KZazBEonSMnZfZ7vFFF
897,World,KnvZfZ7vAeF,Syria,KZazBEonSMnZfZ7vFFa
898,World,KnvZfZ7vAeF,Taarab,KZazBEonSMnZfZ7vFF1
899,World,KnvZfZ7vAeF,Tahiti,KZazBEonSMnZfZ7vFFJ
900,World,KnvZfZ7vAeF,Taiwan,KZazBEonSMnZfZ7vFFE
901,World,KnvZfZ7vAeF,Tango,KZazBEonSMnZfZ7vFFI
902,World,KnvZfZ7vAeF,Tanzania,KZazBEonSMnZfZ7vFFt
903,World,KnvZfZ7vAeF,Thailand,KZazBEonSMnZfZ7vFFn
904,World,KnvZfZ7vAeF,Throat Singing,KZazBEonSMnZfZ7vFFl
905,World,KnvZfZ7vAeF,Tibet,KZazBEonSMnZfZ7vFav
906,World,KnvZfZ7vAeF,Township Jazz,KZazBEonSMnZfZ7vFae
907,World,KnvZfZ7vAeF,Traditional Celtic,KZazBEonSMnZfZ7vFad
908,World,KnvZfZ7vAeF,Traditional Middle Eastern Folk,KZazBEonSMnZfZ7vFa7
909,World,KnvZfZ7vAeF,Trinidad,KZazBEonSMnZfZ7vFaA
910,World,KnvZfZ7vAeF,Trova,KZazBEonSMnZfZ7vFak
911,World,KnvZfZ7vAeF,Turkey,KZazBEonSMnZfZ7vFa6
912,World,KnvZfZ7vAeF,Uganda,KZazBEonSMnZfZ7vFaF
913,World,KnvZfZ7vAeF,Ukelele,KZazBEonSMnZfZ7vFaa
914,World,KnvZfZ7vAeF,Uruguay,KZazBEonSMnZfZ7vFa1
915,World,KnvZfZ7vAeF,Vallenato,KZazBEonSMnZfZ7vFaJ
916,World,KnvZfZ7vAeF,Venezuela,KZazBEonSMnZfZ7vFaE
917,World,KnvZfZ7vAeF,Vietnam,KZazBEonSMnZfZ7vFaI
918,World,KnvZfZ7vAeF,Western Europe,KZazBEonSMnZfZ7vFat
919,World,KnvZfZ7vAeF,World,KZazBEonSMnZfZ7v6Jt
920,World,KnvZfZ7vAeF,Worldbeat,KZazBEonSMnZfZ7vFan
921,World,KnvZfZ7vAeF,Zaire & Congo,KZazBEonSMnZfZ7vFal
922,World,KnvZfZ7vAeF,Zimbabwe,KZazBEonSMnZfZ7vF1v
923,World,KnvZfZ7vAeF,Zouk,KZazBEonSMnZfZ7vF1e
924,World,KnvZfZ7vAeF,Polka,KZazBEonSMnZfZ7vaEd
